,Make,Model,Year of Manufacture,Color,Price,Location,Trim,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Interior Color,Seats,Registered Car,Second Condition,Body,Exchange Possible,VIN Chassis number
1046,Hyundai,Sonata,2015,White,16500000.0,Abuja,Sport 4dr Sedan (2.4L 4cyl 6A),Front Wheel,2400cc,4,185hp,Gray,,No,"No faults, Unpainted, Original parts",Sedan,No,
1047,Lexus,RX 350,2017,Black,46550000.0,Lagos,,,,,,Other,,No,"No faults, Original parts, Unpainted",,No,
1048,Toyota,Highlander,2017,Brown,38000000.0,Lagos,Limited Platinum 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,Beige,7-8,No,"No faults, Unpainted, Original parts",SUV,,
1049,Lexus,RX,2010,White,21550000.0,Lagos,350,,3500cc,6,279hp,Black,5,,"No faults, Unpainted, Original parts",SUV,,
1050,Lexus,ES,2008,White,11000000.0,Lagos,350,,,,,Other,5,No,"Unpainted, No faults",Sedan,No,
1051,Toyota,Highlander,2021,Burgundy,69500000.0,Lagos,XSE,Front Wheel,3500cc,6,295hp,Red,7,,No faults,SUV,,
1052,Mercedes-Benz,GLC-Class,2018,Gray,40000000.0,Lagos,,,,,,Black,,,"No faults, Unpainted, Original parts",,,
1053,Lexus,RX,2016,Silver,49800000.0,Lagos,350 AWD,All Wheel,3500cc,6,295hp,Black,5,No,No faults,SUV,No,
1054,Toyota,Highlander,2015,Burgundy,28500000.0,Lagos,Limited Platinum 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Black,7,No,No faults,SUV,No,
1055,Lexus,GX,2012,Black,40000000.0,Lagos,460 Premium,All Wheel,4600cc,8,305hp,Other,7,No,No faults,SUV,,
1056,Toyota,Highlander,2012,Blue,19700000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,,5,No,,SUV,,
1057,Mercedes-Benz,M Class,2013,Black,32000000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted",,,
1058,Mercedes-Benz,C300,2014,White,16000000.0,Lagos,Luxury 4Matic Sedan AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,248hp,Beige,5,No,"Original parts, Unpainted, No faults",Sedan,No,
1059,Mercedes-Benz,GLK-Class,2012,Gray,21500000.0,Lagos,,,,,,Other,,No,"Unpainted, No faults",,,
1060,Toyota,Venza,2015,Gray,14500000.0,Lagos,XLE 4dr Wagon AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,268hp,Beige,5,Yes,No faults,SUV,No,
1061,Mercedes-Benz,GLE-Class,2016,White,42500000.0,Lagos,GLE 350,,,,,Black,,No,No faults,,Yes,
1062,Toyota,Camry,2013,Black,14000000.0,Oyo,,,,,,,,,,,,
1063,Toyota,Highlander,2021,Black,55000000.0,Lagos,,,,,,Black,,No,No faults,,Yes,
1064,Mercedes-Benz,GLK-Class,2015,Gray,24000000.0,Lagos,Base GLK 350 4dr 4x2 (3.5L 6cyl 7A),Rear Wheel,3500cc,6,302hp,Other,5,,"Original parts, Unpainted, No faults",SUV,,
1065,Lexus,GX,2021,White,95000000.0,Lagos,460,,,,,Red,,No,,,,
1066,Lexus,GX,2015,Gray,47500000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Black,7,No,"Unpainted, No faults",SUV,No,
1067,Mercedes-Benz,GLK-Class,2013,Gray,23500000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Brown,5,No,No faults,SUV,,
1068,Toyota,Camry,2015,Blue,16900000.0,Lagos,SE 4dr Sedan (2.5L 4cyl 6A),Front,2500cc,4,178hp,Gray,5,No,No faults,Sedan,No,
1069,Toyota,Camry,2014,Gray,9800000.0,Lagos,SE 4dr Sedan (2.5L 4cyl 6A),Front,2500cc,4,178hp,Other,5,Yes,"No faults, First registration",Sedan,Yes,
1070,Toyota,Highlander,2017,Black,34000000.0,Lagos,XLE 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,Other,7-8,,"No faults, Original parts",SUV,,
1071,Toyota,Tundra,2018,White,40700000.0,Lagos,,,,,,Black,,No,"Unpainted, No faults",,,
1072,Mercedes-Benz,GLK-Class,2014,Silver,26500000.0,Lagos,350,4x2,3500cc,6,302hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
1073,Mercedes-Benz,M Class,2011,Gray,13500000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,268hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
1074,Lexus,RX,2017,Black,49500000.0,Lagos,,,,,,,,No,,,,
1075,Lexus,RX 350,2015,Black,28000000.0,Lagos,,,,,,Black,,No,"No faults, Original parts",,,
1076,Infiniti,FX,2006,Black,3850000.0,Lagos,35 AWD,All Wheel,3500cc,6,284hp,Black,5,Yes,No faults,Crossover,,
1077,Toyota,Highlander,2016,Black,34500000.0,Lagos,,,,,,,,Yes,,,Yes,
1078,Toyota,C-HR,2018,White,39500000.0,Abuja,XLE FWD Sport Utility (2.0L 4cyl 2AM),Front Wheel,2000cc,4,,Black,,No,"No faults, Unpainted, Original parts",,,
1079,Lexus,ES,2008,Silver,10500000.0,Lagos,350,Front,,6,,Other,5,No,"Original parts, Unpainted, No faults",Sedan,No,
1080,Mercedes-Benz,GLK-Class,2010,White,17000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Black,5,No,No faults,SUV,,
1081,Lexus,GX,2009,Silver,20000000.0,Lagos,470,All Wheel,4700cc,8,267hp,Other,7,No,"No faults, Unpainted",SUV,,
1082,Lexus,RX,2022,White,75000000.0,Lagos,,,,,,Red,,No,"Unpainted, No faults",,No,
1083,Mercedes-Benz,M Class,2012,Gray,28000000.0,Lagos,,,,,,Brown,,No,,,,
1084,Toyota,Camry,2007,Gray,5700000.0,Lagos,LE 4dr Sedan (2.4L 4cyl 5A),Front,2400cc,4,158hp,Beige,5,Yes,No faults,Sedan,No,
1085,Mercedes-Benz,GLE-Class,2018,Red,38500000.0,Abuja,,,,,,Other,,No,No faults,,Yes,
1086,Toyota,Highlander,2010,Silver,13500000.0,Lagos,SE,Front Wheel,3500cc,6,274hp,Violet,7,No,No faults,SUV,Yes,JTEES41A792******
1087,Lexus,ES,2012,Silver,15800000.0,Lagos,350,Front,,6,,Black,5,,,Sedan,,
1088,Lexus,GX,2017,White,50000000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Other,7,No,"No faults, Original parts",SUV,,
1089,Lexus,ES,2013,Silver,21000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Other,5,No,"No faults, Unpainted, Original parts",Sedan,,
1090,Lexus,ES,2014,Red,24500000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Other,5,No,No faults,Sedan,No,
1091,Lexus,LX,2018,Matt Black,130000000.0,Lagos,570 AWD,All Wheel,5700cc,8,370hp,Brown,8,No,"No faults, Unpainted, Original parts",SUV,,
1092,Acura,MDX,2010,Gray,13000000.0,Lagos,,,,,,Gray,,No,No faults,,,
1093,Mercedes-Benz,GLE-Class,2016,White,41500000.0,Lagos,GLE 350,,,,,Brown,,No,"Original parts, Unpainted, No faults",,No,
1094,Mercedes-Benz,M Class,2013,White,28500000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Beige,5,No,No faults,SUV,No,4JGDA5HB3DA******
1095,Toyota,Highlander,2020,Gray,69000000.0,Lagos,XLE AWD,All Wheel,3500cc,6,295hp,Black,7 or 8,No,"No faults, Original parts",SUV,,
1096,Toyota,Avalon,2015,Black,20000000.0,Lagos,Limited 4dr Sedan (3.5L 6cyl 6A),Front Wheel,3500cc,6,268hp,Other,5,No,"No faults, Unpainted, Original parts",Sedan,,
1097,Mercedes-Benz,M Class,2014,Blue,28000000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Gray,5,No,"No faults, Unpainted, Original parts",SUV,,
1098,Lexus,ES,2015,Silver,28000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,,5,No,"No faults, Unpainted, Original parts",Sedan,,
1099,Toyota,Highlander,2017,Black,37000000.0,Lagos,Limited 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,,7-8,No,"Original parts, Unpainted, No faults",SUV,,
1100,BMW,335i,1971,Blue,5000000.0,Lagos,,,,,,Gray,,Yes,No faults,,Yes,
1101,Mercedes-Benz,GLK-Class,2015,Black,22500000.0,Lagos,Base GLK 350 4dr 4x2 (3.5L 6cyl 7A),Rear Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
1102,Ford,Edge,2009,Black,5450000.0,Lagos,SEL 4dr FWD (3.5L 6cyl 6A),Front Wheel,3500cc,6,265hp,Black,5,Yes,"No faults, Unpainted, Original parts",SUV,,
1103,Lexus,GX,2007,Silver,17000000.0,Lagos,470 Sport Utility,All Wheel,,8,,,7,No,"No faults, Unpainted, Original parts",SUV,,
1104,Lexus,RX,2013,Red,26000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,,
1105,Lexus,ES,2014,Red,23000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Other,5,No,"No faults, Original parts",Sedan,,
1106,Lexus,ES,2008,Silver,12500000.0,Lagos,350,Front,,6,,Brown,5,No,,Sedan,,
1107,Toyota,Camry,2018,White,29000000.0,Lagos,SE FWD (2.5L 4cyl 8AM),Front,2500cc,4,203hp,Black,5,No,No faults,Sedan,No,
1108,Toyota,Land Cruiser Prado,2016,White,42000000.0,Lagos,4.0 V6 Dual VVT-i,All Wheel,4000cc,6,281hp,Beige,5,No,No faults,SUV,,
1109,Toyota,Highlander,2020,Gray,61500000.0,Lagos,XLE AWD,All Wheel,3500cc,6,295hp,White,7 or 8,No,"Unpainted, Original parts, No faults",SUV,Yes,
1110,Lexus,ES,2013,Red,19800000.0,Lagos,,,,,,Other,,,"Original parts, No faults",,,
1111,Lexus,RX,2018,White,43500000.0,Lagos,350 AWD,All Wheel,3500cc,6,295hp,White,5,No,"Unpainted, No faults",SUV,,
1112,Toyota,Sequoia,2017,Black,35550000.0,Lagos,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),,5700cc,8,,Brown,,No,"No faults, Unpainted, Original parts",SUV,,
1113,Toyota,Highlander,2015,Black,29000000.0,Lagos,Limited 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Black,7,No,"No faults, Unpainted, Original parts",SUV,,
1114,Lexus,ES,2014,Black,23000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Black,5,No,No faults,Sedan,,
1115,Mercedes-Benz,C300,2012,Gray,13450000.0,Lagos,Luxury 4Matic Sedan AWD (3.0L 6cyl 7A),All Wheel,3000cc,6,228hp,Beige,5,No,No faults,Sedan,Yes,
1116,Lexus,LX,2009,Black,26000000.0,Lagos,570,All Wheel,5700cc,8,388hp,Gray,8,Yes,,SUV,Yes,
1117,Acura,MDX,2015,Black,22000000.0,Lagos,SH-AWD w/Advance and Entertainment Packages 4dr SUV AWD (3.5L 6c,All Wheel,3500cc,6,290hp,,7,No,No faults,SUV,,
1118,Mercedes-Benz,GLK-Class,2012,White,17700000.0,Lagos,,,,,,,,No,No faults,,,
1119,Mercedes-Benz,GLC-Class,2017,Red,47000000.0,Lagos,,,,,,Other,,No,,,,
1120,Toyota,Highlander,2012,Blue,21500000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Black,5,No,No faults,SUV,,
1121,Lexus,GX,2015,Black,48000000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Beige,7,No,"Original parts, Unpainted, No faults",SUV,Yes,
1122,Lexus,RX 350,2015,Other,26000000.0,Lagos,,,,,,Black,,No,No faults,,,
1123,Mercedes-Benz,S-Class,2023,Black,395000000.0,Lagos,,,,,,Other,,No,,,,
1124,Toyota,Land Cruiser Prado,2016,Brown,37850000.0,Lagos,4.0 V6 Dual VVT-i,All Wheel,4000cc,6,281hp,,5,No,No faults,SUV,,
1125,Toyota,Corolla,2013,Gray,8500000.0,Abuja,,,,,,Gray,,,No faults,,,
1126,Mercedes-Benz,GLA 250,2016,Black,30500000.0,Lagos,,,,,,Black,,No,No faults,,No,
1127,Lexus,RX,2014,Gray,28150000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Black,5,No,,SUV,,
1128,Toyota,Highlander,2017,Gold,39000000.0,Lagos,XLE 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,Other,7-8,,"Original parts, No faults",SUV,,
1129,Lexus,GX,2009,Red,19000000.0,Lagos,470,All Wheel,4700cc,8,267hp,,7,No,No faults,SUV,,
1130,Porsche,Panamera,2013,Black,26500000.0,Lagos,Turbo S,All Wheel,4800cc,8,550hp,Black,4,Yes,No faults,Hatchback,,
1131,Toyota,C-HR,2019,Blue,35000000.0,Lagos,Limited FWD,Front Wheel,2000cc,4,144hp,Black,5,No,No faults,SUV,,
1132,Toyota,Avalon,2015,Black,22500000.0,Lagos,XLE Touring 4dr Sedan (3.5L 6cyl 6A),Front Wheel,3500cc,6,268hp,Black,5,No,"Unpainted, No faults",Sedan,Yes,
1133,Mercedes-Benz,GLK-Class,2013,White,24000000.0,Lagos,,,,,,Brown,,,No faults,,,
1134,Toyota,Highlander,2017,Gray,34500000.0,Lagos,XLE 4x4 V6 (3.5L 6cyl 8A),All Wheel,3500cc,6,295hp,Black,7-8,No,"No faults, Unpainted, Original parts",SUV,,
1135,Toyota,Highlander,2019,White,45000000.0,Lagos,XLE,,,,295hp,Black,,No,,,,
1136,Lexus,GX,2016,Black,60500000.0,Lagos,,,,,,Black,,No,"Unpainted, No faults",,,
1137,Lexus,RX,2013,Red,25000000.0,Lagos,,,,,,,,,"No faults, Unpainted",,,
1138,Toyota,Hilux,2024,White,79000000.0,Lagos,,,,,,Black,,No,,,No,
1139,Jaguar,XJ,2008,Silver,13500000.0,Abuja,,,,,,Other,,,,,,
1140,Toyota,4-Runner,2016,Gray,43000000.0,Lagos,,,,,,,,Yes,No faults,,Yes,
1141,Lexus,RX 350,2014,Gold,29500000.0,Lagos,,,,,,Orange,,No,No faults,,,
1142,Mercedes-Benz,GLC-Class,2016,Blue,39550000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,No,"No faults, Unpainted, Original parts",,,
1143,Mercedes-Benz,GLK-Class,2012,Gray,18500000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Black,5,No,No faults,SUV,,
1144,Mercedes-Benz,GLK-Class,2014,Gray,20000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Black,5,No,"No faults, Unpainted",SUV,,
1145,Lexus,ES,2013,White,23000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Black,5,No,"No faults, Unpainted",Sedan,,
1146,Mercedes-Benz,S-Class,2024,Black,395000000.0,Lagos,Maybach S 580 4MATIC,,,,,Orange,,No,,,,
1147,Mercedes-Benz,GLE-Class,2017,Blue,88000000.0,Lagos,AMG GLE 43 4MATIC,All Wheel,3000cc,6,362hp,Black,5,No,Original parts,SUV,,
1148,Hyundai,Sonata,2016,Black,17500000.0,Lagos,Limited 2.0T Seban (2.0L 4cyl 6A),,2000cc,4,,Black,,No,"No faults, Unpainted, Original parts",,,
1149,Mercedes-Benz,GLK-Class,2014,Black,23500000.0,Lagos,,,,,,Beige,,No,"Original parts, Unpainted, No faults",,Yes,
1150,Mercedes-Benz,GLK-Class,2013,Black,17550000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Black,5,No,"Unpainted, No faults, Original parts",SUV,,
1151,Lexus,ES,2008,Brown,12500000.0,Lagos,350,Front,,6,,Black,5,No,"No faults, Unpainted, Original parts",Sedan,,
1152,Lexus,ES,2008,Gray,13000000.0,Lagos,350,Front,,6,,,5,No,"No faults, Unpainted, Original parts",Sedan,,
1153,Lexus,RX,2007,Black,12850000.0,Lagos,350,All Wheel,3500cc,6,276hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,,
1154,Toyota,RAV4,2015,Blue,24000000.0,Ogun,Limited 4dr SUV AWD (2.5L 4cyl 6A),All Wheel,2500cc,4,,Gray,5,No,No faults,SUV,No,
1155,Hyundai,Sonata,2014,Silver,13200000.0,Lagos,,,,,,,,,,,,
1156,Toyota,Highlander,2012,White,18800000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Gray,5,No,No faults,SUV,,
1157,Toyota,Highlander,2016,Gray,30000000.0,Lagos,XLE V6 4x4 (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Beige,7,No,,SUV,Yes,
1158,Mercedes-Benz,GLA 250,2017,Blue,28000000.0,Lagos,,,,,,Other,,No,No faults,,,
1159,Mercedes-Benz,M Class,2014,Brown,23500000.0,Lagos,,,,,,Beige,,,No faults,,,
1160,Toyota,Tacoma,2012,Black,17500000.0,Lagos,Double Cab V6 Automatic,All Wheel,4000cc,6,239hp,Other,5,No,"Original parts, Unpainted, No faults",Pickup,No,
1161,Lexus,RX,2010,Red,17100000.0,Lagos,350,,3500cc,6,279hp,Beige,5,Yes,No faults,SUV,No,
1162,Mercedes-Benz,C-Class,2017,Gray,26500000.0,Lagos,,,,,,,,No,No faults,,No,
1163,Lexus,RX,2013,White,25500000.0,Ondo,350 AWD,All Wheel,3500cc,6,270hp,Brown,5,No,No faults,SUV,Yes,
1164,Mercedes-Benz,C300,2016,White,27000000.0,Lagos,Sport Sedan RWD (2.0L 4cyl 7A),Rear Wheel,2000cc,6,241hp,Other,5,No,"No faults, Unpainted, Original parts",Sedan,,
1165,Mercedes-Benz,GLK-Class,2012,White,17800000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,,5,No,"Original parts, Unpainted, No faults",SUV,No,
1166,Toyota,Avalon,2015,Green,19500000.0,Lagos,XLE Premium 4dr Sedan (3.5L 6cyl 6A),Front Wheel,3500cc,6,268hp,Other,5,No,"No faults, Unpainted",Sedan,,
1167,Mercedes-Benz,E63,2016,Beige,28500000.0,Lagos,,,,,,Gray,,No,"Original parts, Unpainted, No faults",,,
1168,Lexus,GX,2009,Black,13000000.0,Lagos,470,All Wheel,4700cc,8,267hp,Other,7,No,"No faults, Unpainted",SUV,,
1169,Lexus,ES,2007,Black,12800000.0,Lagos,350,,,,,Black,,No,No faults,,No,
1170,Mercedes-Benz,GLC-Class,2016,Brown,38000000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,,No faults,,,
1171,Mercedes-Benz,GLA-Class,2016,Blue,26500000.0,Lagos,"GLA250 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,No,"Original parts, Unpainted, No faults",,No,
1172,Lexus,ES,2008,Blue,11500000.0,Lagos,350,Front,,6,,Brown,5,No,No faults,Sedan,,
1173,Toyota,Camry,2013,Red,15800000.0,Lagos,XLE 4dr Sedan (2.5L 4cyl 6A),Front,2500cc,,,Other,5,No,,Sedan,No,
1174,Lexus,ES,2008,Off white,12000000.0,Lagos,350,Front,,6,,Other,5,No,"No faults, Unpainted, Original parts",Sedan,,
1175,Mercedes-Benz,GLC-Class,2017,Black,41000000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Gray,,No,No faults,,,
1176,Toyota,Hilux,2010,White,21000000.0,Lagos,2.7 VVT-i 4X4 SRX,All Wheel,2700cc,4,160hp,Red,2,Yes,No faults,Pickup,,
1177,Lexus,GX,2021,White,87000000.0,Lagos,460,All Wheel,4700cc,8,296hp,Beige,5,No,No faults,SUV,No,
1178,Toyota,Camry,2008,Blue,7200000.0,Lagos,2.4 LE,Front,,,158hp,Gray,5,Yes,No faults,,No,
1179,Mercedes-Benz,GLK-Class,2010,Blue,16000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,,
1180,Toyota,Tacoma,2014,White,20500000.0,Lagos,V6 4dr Access Cab 4WD 6.1 ft. SB (4.0L 6cyl 6M),All Wheel,4000cc,6,236hp,Other,,No,"No faults, Original parts, Unpainted",Pickup,,
1181,Mercedes-Benz,GLK-Class,2012,Black,17000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Beige,5,,No faults,SUV,,
1182,Toyota,Highlander,2016,Black,32500000.0,Lagos,Limited Platinum V6 4x4 (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Black,7,No,"Original parts, Unpainted, No faults",SUV,No,
1183,Mercedes-Benz,GLC-Class,2018,Silver,43000000.0,Lagos,,,,,,Black,,No,No faults,,No,
1184,Volkswagen,Touareg,2006,Black,4000000.0,Lagos,,,,,,,,Yes,No faults,,,
1185,Toyota,Venza,2011,Brown,18000000.0,Lagos,V6 AWD,All Wheel,3500cc,6,273hp,Brown,5,Yes,"Original parts, Unpainted",Crossover,,
1186,Toyota,Camry,2013,Black,11500000.0,Lagos,,,,,,Gray,,Yes,No faults,,,
1187,Mercedes-Benz,M Class,2014,Gold,29500000.0,Lagos,ML350 4dr SUV (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Brown,5,No,No faults,SUV,,
1188,Lexus,RX 350,2016,Silver,45000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted, Original parts",,,
1189,Mercedes-Benz,GLK-Class,2011,White,14000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Other,5,No,"No faults, Unpainted",SUV,,
1190,Toyota,Highlander,2008,Black,17000000.0,Lagos,Limited,Front Wheel,3500cc,6,275hp,Brown,7,No,No faults,SUV,,
1191,Mercedes-Benz,G-Class,2024,Black,512000000.0,Lagos,,,,,,Black,,No,,,,
1192,Mercedes-Benz,GLE-Class,2016,Black,40500000.0,Lagos,GLE 350,,,,,Other,,,Original parts,,,
1193,Hyundai,Sonata,2015,Red,15500000.0,Abuja,,,,,,White,,No,,,,
1194,Lexus,ES,2012,Silver,15000000.0,Lagos,350,Front,,6,,Black,5,No,No faults,Sedan,,
1195,Lexus,ES,2009,White,13000000.0,Lagos,350,,,,,Violet,,No,"Original parts, Unpainted, No faults",,No,
1196,Toyota,Venza,2010,Brown,20500000.0,Lagos,AWD,All Wheel,2700cc,4,185hp,Beige,5,No,"No faults, Unpainted, Original parts",Crossover,Yes,
1197,Lexus,ES,2014,Black,21000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,,5,No,"Original parts, Unpainted, No faults",Sedan,No,
1198,Mercedes-Benz,GLA 250,2015,Black,27500000.0,Lagos,,,,,,Brown,,No,No faults,,,
1199,Mercedes-Benz,GLE-Class,2024,Gray,183500000.0,Lagos,,,,,,Gray,,No,,,,
1200,Toyota,Highlander,2015,Burgundy,32500000.0,Lagos,XLE 4dr SUV (3.5L 6cyl 6A),Front Wheel,3500cc,6,270hp,Black,7-8,,No faults,SUV,,
1201,Lexus,GX,2016,Gold,43550000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Brown,7,No,,SUV,Yes,JTJBM7XXG05******
1202,Mercedes-Benz,GLE-Class,2017,Black,42000000.0,Lagos,GLE 350d 4MATIC,All Wheel,3000cc,6,254hp,Black,5,No,"Unpainted, No faults",SUV,No,
1203,Lexus,RX,2012,Black,18980000.0,Lagos,350 FWD,Front Wheel,3500cc,6,,Black,5,No,"Original parts, Unpainted, No faults",SUV,,
1204,Lexus,GX,2012,White,36000000.0,Lagos,460,All Wheel,4600cc,8,305hp,Other,7,,"No faults, Original parts",SUV,,
1205,Toyota,Highlander,2018,White,38500000.0,Lagos,XLE 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,Black,7-8,No,No faults,SUV,No,
1206,Land Rover,Range Rover Velar,2024,Black,193500000.0,Lagos,,,,,,Gray,,No,,,,
1207,Mercedes-Benz,C400,2016,White,42000000.0,Abuja,,,,,,,,No,,,,
1208,Land Rover,Range Rover Sport,2014,White,10000000.0,Lagos,HSE 4x4 (3.0L 6cyl 8A),All Wheel,3000cc,6,340hp,Black,5,No,,SUV,,
1209,Mercedes-Benz,GLE-Class,2017,Black,43000000.0,Lagos,GLE 350d 4MATIC,All Wheel,3000cc,6,254hp,Black,5,No,"Unpainted, No faults",SUV,,
1210,Toyota,4-Runner,2008,Silver,14550000.0,Lagos,Sport Edition,All Wheel,4000cc,6,260hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
1211,Lexus,ES,2014,Silver,19500000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted, Original parts",,,
1212,Lexus,ES,2011,Gray,13500000.0,Lagos,350,Front,,6,,,5,No,"No faults, Unpainted, Original parts",Sedan,,
1213,Mercedes-Benz,GLK-Class,2014,Red,17500000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Black,5,,No faults,SUV,,
1214,Honda,Accord,2008,Brown,5200000.0,Lagos,,,,,,Other,,Yes,No faults,,,
1215,Mercedes-Benz,GLK-Class,2013,Gray,24000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Black,5,No,"Original parts, No faults",SUV,,
1216,Lexus,RX,2015,White,24000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,270hp,Black,5,No,No faults,SUV,,
